cpg,gene,in_type2_panel,type2_match
cg16547859,GLYATL2,False,
cg16565528,-,False,
cg16570917,PTPRF,False,
cg16578883,PDE4D,False,
cg16587616,KHDRBS2,False,
cg16591159,TGFB1I1,False,
cg16592121,BNIP3,False,
cg16592897,CYMP,False,
cg16604391,-,False,
cg16608596,-,False,
cg16611234,-,False,
cg16616599,DERA,False,
cg16617723,AQP4;C18orf16,False,
cg16619978,FOXF2,False,
cg16621855,ADCYAP1R1,False,
cg16625218,RBPMS,False,
cg16631384,EIF4E1B,False,
cg16636756,ITPRIP,False,
cg16644803,-,False,
cg16646726,-,False,
cg16654458,-,False,
cg16656895,EMX2;EMX2OS,False,
cg16662041,-,False,
cg16668359,-,False,
cg16683008,-,False,
cg16684117,MIR143;LOC728264,False,
cg16685313,-,False,
cg16694785,PRDM16,False,
cg16696002,DNM3,False,
cg16706546,IGF2BP2,False,
cg16714154,-,False,
cg16721359,-,False,
cg16721582,LRRC6,False,
cg16725984,C16orf55,False,
cg16728539,CACNA1C,False,
cg16729899,EIF3B,False,
cg16742874,-,False,
cg16745604,CASP10,False,
cg16761581,ADCY4,False,
cg16772514,C1QL1,False,
cg16786178,-,False,
cg16800111,-,False,
cg16802439,GALNS,False,
cg16804882,PDE7B,False,
cg16805291,-,False,
cg16805360,TBX5,False,
cg16815625,TRAPPC9,False,
cg16824584,-,False,
cg16833797,TMTC1,False,
cg16836589,CCNE1,False,
cg16844053,CUL1,False,
cg16845623,C3orf57,False,
cg16847695,TMEM90B,False,
cg16857641,MICALL2,False,
cg16869108,VHL,False,
cg16874347,REEP1,False,
cg16887334,OXT,False,
cg16896031,PPP2R2A,False,
cg16899991,-,False,
cg16900746,-,False,
cg16905199,-,False,
cg16905822,LARP4B,False,
cg16911214,RAPGEF5,False,
cg16922167,FGR,False,
cg16927379,TRAPPC9,False,
cg16928046,TBX21,False,
cg16935075,TPH1,False,
cg16942595,UST,False,
cg16945186,-,False,
cg16945415,-,False,
cg16973098,-,False,
cg16976499,SENP6,False,
cg16978168,EZR,False,
cg16978571,KCNK4;C11orf20,False,
cg16989117,COL9A2,False,
cg16989476,FHOD3,False,
cg16997314,CCNY,False,
cg17017284,USP21,False,
cg17029019,HIC1,False,
cg17033166,-,False,
cg17041511,-,False,
cg17051207,-,False,
cg17057663,-,False,
cg17062279,ITGAE,False,
cg17070988,-,False,
cg17080697,TRIM39,False,
cg17092519,-,False,
cg17094985,-,False,
cg17095147,WDR1,False,
cg17100158,ZNF385B,False,
cg17112949,EGLN1,False,
cg17113008,-,False,
cg17113158,RBL1,False,
cg17118095,FAM171A1,False,
cg17128947,CPLX1,False,
cg17136011,TACC2,False,
cg17139392,-,False,
cg17140222,RAB3B,False,
cg17149655,RORA,False,
cg17150663,KCP,False,
cg17158584,CTBP1,False,
cg17160984,-,False,
cg17167425,SH3PXD2A,False,
cg17168157,RGS22,False,
cg17168235,-,False,
cg17179881,BIK,False,
cg17181805,RBPMS,False,
cg17187287,UGT8,False,
cg17194270,SYNGR1,False,
cg17200768,-,False,
cg17202724,SMARCD2,False,
cg17207337,-,False,
cg17224181,-,False,
cg17246404,MAGI1,False,
cg17247190,-,False,
cg17247873,-,False,
cg17261675,C21orf29;KRTAP12-1,False,
cg17284609,SOX6,False,
cg17298326,-,False,
cg17298543,GNAI1,False,
cg17301248,NAA25,False,
cg17302292,-,False,
cg17311469,B4GALNT1,False,
cg17313269,TRIM38,False,
cg17314228,-,False,
cg17316078,-,False,
cg17329648,SFXN5,False,
cg17339794,KDM4B,False,
cg17342216,-,False,
cg17343167,N4BP3,False,
cg17351439,GPC6,False,
cg17369032,NGFR,False,
cg17372941,-,False,
cg17374802,EPX,False,
cg17383272,MYH14,False,
cg17389988,C7orf10,False,
cg17394530,-,False,
cg17413460,HAL,False,
cg17419049,-,False,
cg17427305,-,False,
cg17431358,-,False,
cg17446739,AIFM2,False,
cg17455297,-,False,
cg17457391,-,False,
cg17465423,ZNF385A,False,
cg17476271,FLI1,False,
cg17484771,-,False,
cg17496659,TP73,False,
cg17507887,TFAP2B,False,
cg17511968,-,False,
cg17515545,HPSE,False,
cg17521120,SIGLEC8,False,
cg17526229,-,False,
cg17534540,-,False,
cg17536595,RSPH9,False,
cg17540545,FXYD1,False,
cg17540765,RECQL5;LOC643008,False,
cg17555806,-,False,
cg17558547,SAP30L,False,
cg17571207,SYN3;TIMP3,False,
cg17572056,OSTalpha,False,
cg17594334,PLEKHH1,False,
cg17599241,VCAN,False,
cg17613911,STK32A,False,
cg17627967,ZNF341,False,
cg17636752,RUNX2,False,
cg17637175,-,False,
cg17638468,CD200R1,False,
cg17641649,-,False,
cg17645677,PPARGC1B,False,
cg17649385,-,False,
cg17651317,LRP5,False,
cg17655609,PKNOX2,False,
cg17674726,ITM2C,False,
cg17675724,TNXB,False,
cg17681750,MACROD1,False,
cg17682828,FXYD1;FXYD7,False,
cg17709804,-,False,
cg17717282,C4orf22,False,
cg17718703,LRRC8D,False,
cg17722086,-,False,
cg17723653,SYNPO2L,False,
cg17729941,C1orf77;S100A13,False,
cg17737835,CACNA2D4,False,
cg17739428,-,False,
cg17774559,IRX4,False,
cg17781958,BAHCC1,False,
cg17795059,FAM118A,False,
cg17806401,LYN,False,
cg17806847,-,False,
cg17848003,LRRC47,False,
cg17851657,ZNF3,False,
cg17859772,PRPH2,False,
cg17861295,ZNF879,False,
cg17888090,PTGER3,False,
cg17889831,DSTYK,False,
cg17891928,ST6GALNAC3,False,
cg17894318,SOX2OT,False,
cg17903019,FBXL18,False,
cg17914838,-,False,
cg17918090,RCC2,False,
cg17927096,-,False,
cg17928819,C8orf71,False,
cg17932662,PTPN7,False,
cg17932911,ERLIN1,False,
cg17936236,CREG1,False,
cg17942851,C1orf113,False,
cg17959183,RAB10,False,
cg17961200,CEL,False,
cg17962047,-,False,
cg17962527,LOC116437,False,
cg17966227,-,False,
cg17966344,-,False,
cg17971251,SEC16B,False,
cg17971837,PVALB,False,
cg17982102,RAB31,False,
cg17983632,-,False,
cg17988187,LOC100189589,False,
cg18001180,KCNK17,False,
cg18015301,AMPH,False,
cg18017853,RAB27A,False,
cg18023724,NAF1,False,
cg18036734,B4GALT7,False,
cg18039042,TSPAN9,False,
cg18049474,RASA3,False,
cg18059464,GPR123,False,
cg18073423,-,False,
cg18086635,FAM59A,False,
cg18087306,LMNB2,False,
cg18092095,PTOV1,False,
cg18100045,-,False,
cg18105725,SLC22A1,False,
cg18109798,SLCO1C1,False,
cg18110553,SAMD4A,False,
cg18115244,-,False,
cg18115766,RPL15,False,
cg18116418,LCE3D,False,
cg18121981,-,False,
cg18124852,-,False,
cg18127395,DYNC1I1,False,
cg18149207,RORC,True,RORC
cg18151262,MIDN,False,
cg18154417,-,False,
cg18160614,-,False,
cg18166564,SNORD115-10;SNORD115-42,False,
cg18169971,H2AFY,False,
cg18172833,-,False,
cg18172877,IRX4,False,
cg18174402,CAD,False,
cg18177616,IRAK3,False,
cg18182566,MTA1,False,
cg18185596,-,False,
cg18200326,FHOD1;SLC9A5,False,
cg18201630,ATP2A3,False,
cg18245230,DNAJB6,False,
cg18246056,CLDN18,False,
cg18253113,SLC12A8,False,
cg18254848,CLC,False,
cg18255595,GJA3,False,
cg18272538,-,False,
cg18278943,-,False,
cg18279337,MYO5C,False,
cg18286501,TMEM26,False,
cg18287768,TNFAIP3,False,
cg18289141,-,False,
cg18297196,TREML2,False,
cg18300285,HSPA12A,False,
cg18302933,-,False,
cg18311400,HERC2,False,
cg18313899,SLC35F1,False,
cg18315834,MTHFD1,False,
cg18318142,-,False,
cg18319612,-,False,
cg18337287,ARID3A,False,
cg18338021,GZMM,False,
cg18341491,POSTN,False,
cg18345635,SLC16A3,False,
cg18347010,-,False,
cg18347442,-,False,
cg18348836,HOOK1,False,
cg18366455,SOX2OT,False,
cg18366919,EPHX3,False,
cg18372548,STIM2,False,
cg18372930,-,False,
cg18373580,-,False,
cg18393175,-,False,
cg18395636,RAB38,False,
cg18406492,STAR,False,
cg18423737,-,False,
cg18429196,EIF4H,False,
cg18446916,SYNPO,False,
cg18455523,-,False,
cg18456459,RAB31,False,
cg18459618,RNF135,False,
cg18460809,BAG2,False,
cg18462898,LOC729991-MEF2B;MEF2B,False,
cg18470593,CC2D2A,False,
cg18473033,NXPH3,False,
cg18473733,KLF2,False,
cg18492799,-,False,
cg18498263,TTC7B,False,
cg18500830,CAMK1D,False,
cg18502618,COL18A1,False,
cg18512948,REC8,False,
cg18517055,WDR45L,False,
cg18520238,PRR5L,False,
cg18520851,CDO1,False,
cg18542304,IGF1R,False,
cg18550847,EVL,False,
cg18556788,L3MBTL4,False,
cg18559348,MYBPC2,False,
cg18560936,-,False,
cg18562243,SOX2OT,False,
cg18571126,BAHD1,False,
cg18576835,-,False,
cg18580274,-,False,
cg18582010,ASAP1,False,
cg18597415,CLC,False,
cg18599790,ZNF492,False,
cg18603838,PRLR,False,
cg18625916,-,False,
cg18631301,FBXL7,False,
cg18631996,-,False,
cg18642234,GPX1,False,
cg18648031,-,False,
cg18650626,MAD1L1,False,
cg18651470,-,False,
cg18660345,MYL9,False,
cg18666454,KCNH2,False,
cg18672389,FAM101A,False,
cg18683047,DLK2,False,
cg18688704,PDGFC,False,
cg18696348,-,False,
cg18708252,CBX7,False,
cg18711683,SDK1,False,
cg18715793,PLIN4,False,
cg18739374,ARHGAP11B,False,
cg18740289,-,False,
cg18744792,CTBP2,False,
cg18748062,DAPK3,False,
cg18748064,ATP11A,False,
cg18767846,-,False,
cg18767920,INO80C,False,
cg18768157,FZD8,False,
cg18771937,MIR196A2,False,
cg18777299,STIM2,False,
cg18782604,SIM1,False,
cg18786171,ADK,False,
cg18787437,-,False,
cg18793215,CRABP2,False,
cg18795461,-,False,
cg18805457,TCERG1,False,
cg18805734,FAM60A,False,
cg18807466,AKAP5,False,
cg18827332,-,False,
cg18830993,PELI2,False,
cg18835596,MYB,False,
cg18855104,-,False,
cg18869840,TCF7L1,False,
cg18883951,SCNN1A,False,
cg18899117,PARD3B,False,
cg18899777,GRHL2,False,
cg18904552,TNKS2,False,
cg18906360,DHRS7,False,
cg18915009,SNORD115-48,False,
cg18916922,-,False,
cg18919106,EFR3A,False,
cg18919660,FLRT2,False,
cg18931760,EIF3M,False,
cg18933685,SDK1,False,
cg18936502,-,False,
cg18944099,C6orf47,False,
cg18972013,GAA,False,
cg18981338,DHRS4;C14orf167,False,
cg18995042,-,False,
cg18998911,TAGLN3,False,
cg19005210,TREML2,False,
cg19015086,SEC14L2,False,
cg19022446,-,False,
cg19024632,KCNS3,False,
cg19034028,CDH3,False,
cg19035788,-,False,
cg19037107,ACAD8,False,
cg19055323,KRTAP4-1,False,
cg19056772,FGF11,False,
cg19061112,NUAK1,False,
cg19071976,TNXB,False,
cg19074292,-,False,
cg19074393,EBF3,False,
cg19078576,BASP1;LOC285696,False,
cg19082560,-,False,
cg19083977,-,False,
cg19095568,DNAJC17;C15orf62,False,
cg19097880,-,False,
cg19102412,LOC84931,False,
cg19114543,CCDC12,False,
cg19115690,ECHS1,False,
cg19132069,ESAM,False,
cg19161424,FMN1,False,
cg19164987,HOXC4;HOXC5;HOXC6,False,
cg19165640,ECE1,False,
cg19168556,-,False,
cg19174165,USP28,False,
cg19176541,ENOX1,False,
cg19180698,-,False,
cg19180827,MSH2,False,
cg19190269,SNX22,False,
cg19192065,LOC100188947,False,
cg19193595,SMAD3,False,
cg19199204,HCG9,False,
cg19205064,ZBTB22,False,
cg19216994,RPLP2;SNORA52,False,
cg19227170,WFIKKN1,False,
cg19233663,-,False,
cg19235065,MUTYH,False,
cg19236794,FAM132A,False,
cg19243780,UBE2E2,False,
cg19245381,ADORA2B,False,
cg19252108,TEKT2;ADPRHL2,False,
cg19257356,-,False,
cg19267254,CASP9,False,
cg19269426,GGPS1,False,
cg19282952,-,False,
cg19284277,SLC16A3,False,
cg19291576,-,False,
cg19300923,PRDM2,False,
cg19303524,GRIP1,False,
cg19304407,RBBP8,False,
cg19305527,CUL3,False,
cg19328051,-,False,
cg19330334,IQGAP1,False,
cg19334657,-,False,
cg19340455,C7orf50;GPR146,False,
cg19349999,RNASEH2B,False,
cg19357305,CBFA2T2,False,
cg19366479,NR1H2,False,
cg19369262,SDK1,False,
cg19370084,-,False,
cg19375539,-,False,
cg19378216,C20orf114,False,
cg19378631,COMMD3,False,
cg19390658,GARS,False,
cg19391527,PNOC,False,
cg19399220,-,False,
cg19399653,CEACAM8,False,
cg19403029,SOX7,False,
cg19407385,-,False,
cg19411557,-,False,
cg19413350,-,False,
cg19414302,ACAP3,False,
cg19416326,RNF44,False,
cg19434937,LPCAT3,False,
cg19440734,CAMP,False,
cg19459207,EMB,False,
cg19468534,OIP5;NUSAP1,False,
cg19480750,-,False,
cg19483007,WWTR1,False,
cg19488206,STK25,False,
cg19505546,-,False,
cg19506849,TCF7L2,False,
cg19510942,-,False,
cg19521927,PLA2G5,False,
cg19528654,AIP,False,
cg19529732,DIABLO,False,
cg19544746,ACOX3,False,
cg19547293,WWTR1,False,
cg19550524,-,False,
cg19561972,-,False,
cg19574327,-,False,
cg19579160,ZAK,False,
cg19583076,CD79A,False,
cg19586027,ZFP36L1,False,
cg19589922,-,False,
cg19599386,SLC20A1,False,
cg19599611,AQR,False,
cg19607845,FBXO9,False,
cg19609644,-,False,
cg19613194,NBEA,False,
cg19618279,COASY,False,
cg19627006,CAPG,False,
cg19627034,-,False,
cg19627549,-,False,
cg19632635,-,False,
cg19640821,LRRC25,False,
cg19650253,PTGDR,False,
cg19656282,TLX2,False,
cg19669785,-,False,
cg19671331,-,False,
cg19676182,CCDC149,False,
cg19676553,BRF1,False,
cg19679544,GABRA5,False,
cg19690403,-,False,
cg19694798,LGALS7,False,
cg19697558,GRHL3,False,
cg19698993,ZNF238,False,
cg19699140,LECT1,False,
cg19704630,-,False,
cg19709355,RARA,False,
cg19710238,-,False,
cg19713460,SYNGR1,False,
cg19718359,-,False,
cg19719915,-,False,
cg19726712,LAPTM4B,False,
cg19735804,-,False,
cg19739126,-,False,
cg19739468,WHSC2,False,
cg19739596,MS4A3,False,
cg19742105,-,False,
cg19743522,DTX1,False,
cg19744936,EPHX3,False,
cg19758448,PGAP3,False,
cg19761594,NFE2,False,
cg19763682,-,False,
cg19764769,-,False,
cg19788317,-,False,
cg19788727,NTN1,False,
cg19792544,KIFC2;FOXH1,False,
cg19795292,IL1RL1,True,IL1RL1
cg19798224,C14orf68,False,
cg19810723,-,False,
cg19811761,ZNF471,False,
cg19815340,-,False,
cg19818308,-,False,
cg19818826,SATB1,False,
cg19829856,LOXHD1,False,
cg19830657,-,False,
cg19831935,MRC2,False,
cg19832898,HKDC1,False,
cg19835128,-,False,
cg19848940,-,False,
cg19849728,-,False,
cg19850024,-,False,
cg19851574,RPS6KA2,False,
cg19858017,CLSTN1,False,
cg19861623,TTC7B,False,
cg19867579,-,False,
cg19881928,SCN4A,False,
cg19903596,-,False,
cg19907380,-,False,
cg19915361,FUT8,False,
cg19917714,CNTN2,False,
cg19922825,-,False,
cg19925518,-,False,
cg19933664,CAST,False,
cg19936157,-,False,
cg19936614,FAT1,False,
cg19955284,SLC44A4,False,
cg19959677,-,False,
cg19962075,MAPK4,False,
cg19963120,UGGT2,False,
cg19969733,IL1RL1,True,IL1RL1
cg19979853,-,False,
cg19982230,RAB34,False,
cg19984146,CH25H,False,
cg19989043,CD2AP,False,
cg19995899,FN1,False,
cg19998289,RNF34,False,
cg20008101,LGALS3,False,
cg20014822,FGF19,False,
cg20016631,FAM114A1,False,
cg20034617,C9orf167,False,
cg20039814,TP53INP1,False,
cg20040364,-,False,
cg20047489,-,False,
cg20048434,AFAP1L2,False,
cg20052760,-,False,
cg20054309,-,False,
cg20054412,C7orf50,False,
cg20062681,-,False,
cg20063728,PDGFA,False,
cg20094506,GPC1,False,
cg20094830,PRAC;C17orf93,False,
cg20095398,-,False,
cg20120463,-,False,
cg20122849,KCNN1,False,
cg20126656,USP36,False,
cg20127859,C8orf73,False,
cg20131581,-,False,
cg20141108,-,False,
cg20143982,PEX5,False,
cg20148210,FGFR1,False,
cg20158248,ABCC1,False,
cg20164964,TSPAN9,False,
cg20168495,-,False,
cg20169506,ATF3,False,
cg20178757,-,False,
cg20193057,MTUS2,False,
cg20203400,TMEM182,False,
cg20204776,-,False,
cg20207470,-,False,
cg20207763,-,False,
cg20223206,ANKS1B,False,
cg20229939,-,False,
cg20251110,NCOR2,False,
cg20255176,FJX1,False,
cg20260841,-,False,
cg20263733,ATP2C1,False,
cg20263853,RERE,False,
cg20271057,PLCL2,False,
cg20282837,-,False,
cg20283771,CBFA2T3,False,
cg20288341,LY6G6E;LY6G6D,False,
cg20294789,TUFT1,False,
cg20300093,ADCY5,False,
cg20300175,-,False,
cg20301308,-,False,
cg20307292,VWA3B,False,
cg20317272,PHLPP1,False,
cg20317437,FUCA1,False,
cg20331595,NRSN2,False,
cg20339720,PRR5,False,
cg20347496,-,False,
cg20347893,TMEM132B,False,
cg20348858,EMX2;EMX2OS,False,
cg20363891,SNED1,False,
cg20382675,FOXP1;MIR1284,False,
cg20388729,IGF1R,False,
cg20405742,-,False,
cg20406979,-,False,
cg20410940,-,False,
cg20411384,CDK14,False,
cg20414015,MAML3,False,
cg20431848,-,False,
cg20432754,-,False,
cg20438286,GALNTL4,False,
cg20443635,TGIF2,False,
cg20449382,-,False,
cg20456258,DGKQ,False,
cg20469003,-,False,
cg20502694,DNAI2,False,
cg20509092,FAM169A,False,
cg20509513,TACC2,False,
cg20515423,-,False,
cg20528780,MECOM,False,
cg20529655,-,False,
cg20536794,-,False,
cg20540306,GALNT10,False,
cg20556639,RADIL,False,
cg20563666,PLEKHH2;LOC728819,False,
cg20576590,-,False,
cg20577630,CHRNB3,False,
cg20579012,CACNA1C,False,
cg20585358,ZAP70,False,
cg20597409,SLC25A21;LOC100129794,False,
cg20606255,KIAA1755,False,
cg20612299,ASAP1IT1;ASAP1,False,
cg20615117,SORL1,False,
cg20615879,TLX1NB;TLX1,False,
cg20615910,-,False,
cg20620326,-,False,
cg20648141,-,False,
cg20653075,MIR124-2,False,
cg20654462,-,False,
cg20654611,LGR4,False,
cg20654624,H3F3B,False,
cg20659941,NEDD4L,False,
cg20661080,-,False,
cg20669012,-,False,
cg20673721,KSR1,False,
cg20687242,CBX5,False,
cg20690420,NR2E1,False,
cg20692730,ATP2A3,False,
cg20703928,NCK2,False,
cg20704537,-,False,
cg20707066,PTPN5,False,
cg20709888,-,False,
cg20710777,TSLP,True,TSLP
cg20715953,-,False,
cg20720686,POR,False,
cg20720697,MYT1L,False,
cg20723425,DNAH17,False,
cg20738433,-,False,
cg20748065,POR,False,
cg20748073,TGFB1,False,
cg20750642,FARP1,False,
cg20755651,SMOC2,False,
cg20769856,-,False,
cg20796298,IGDCC4,False,
cg20802826,-,False,
cg20804581,-,False,
cg20814026,ANKRD53,False,
cg20830848,C7orf49,False,
cg20836212,VKORC1L1,False,
cg20849835,-,False,
cg20864568,MAP3K14,False,
cg20866075,-,False,
cg20866785,ARHGAP10,False,
cg20870362,CCIN,False,
cg20875807,HOMER2,False,
cg20883723,CHST11,False,
cg20884298,FAM194B,False,
cg20885063,ATPAF2,False,
cg20917241,COL4A1,False,
cg20930366,KCNN2,False,
cg20931973,C6orf186,False,
cg20934799,PRR5L,False,
cg20938454,-,False,
cg20959907,DOCK4,False,
cg20960392,AK3L1,False,
cg20987369,-,False,
cg20992330,-,False,
cg21004565,CRADD,False,
cg21004684,IGHMBP2,False,
cg21015805,-,False,
cg21016699,FNIP1,False,
cg21019522,SLC22A18;SLC22A18AS,False,
cg21023952,PDE4D;PART1,False,
cg21024495,-,False,
cg21029612,LOC254559,False,
cg21033855,TUBGCP4;ZSCAN29,False,
cg21034023,UGGT2,False,
cg21035511,HBS1L,False,
cg21038291,-,False,
cg21041888,FAT1,False,
cg21058822,MBOAT4,False,
cg21062059,MBOAT7;TMC4,False,
cg21067745,FLT3LG,False,
cg21067750,PHGR1,False,
cg21067963,CARS2,False,
cg21069500,CXXC5,False,
cg21072795,NCKAP1L,False,
cg21073748,-,False,
cg21077684,-,False,
cg21079113,SYPL2,False,
cg21083175,RCOR2,False,
cg21088514,KCNE1,False,
cg21104363,VKORC1L1,False,
cg21111500,SYDE2,False,
cg21126487,-,False,
cg21135616,HDAC4,False,
cg21137557,LVRN,False,
cg21139587,CSRP1,False,
cg21141030,PARP16,False,
cg21141827,ETF1,False,
cg21150901,MRM1,False,
cg21157707,ABCA2,False,
cg21159993,C5orf32,False,
cg21160099,PRDM13,False,
cg21167563,CD58,False,
cg21173317,SSU72,False,
cg21175585,SLC7A1,False,
cg21181192,LAMC3,False,
cg21187265,SEPN1,False,
cg21189224,LOC100129066,False,
cg21199165,-,False,
cg21202716,SHANK2,False,
cg21207028,NRSN2,False,
cg21210370,BAI1,False,
cg21211213,EBF1,False,
cg21217270,RUNX3,False,
cg21218053,-,False,
cg21220721,ACOT7,False,
cg21222426,-,False,
cg21223094,ETV6,False,
cg21229337,PI16,False,
cg21229570,-,False,
cg21235334,DNMT3B,False,
cg21237481,-,False,
cg21238818,GAL3ST3,False,
cg21247874,POLR1E,False,
cg21255356,-,False,
cg21275690,HCFC1R1;THOC6,False,
cg21284028,CDH26,False,
cg21293902,SNORD34;RPL13AP5;SNORD35A;RPL13A,False,
cg21296676,EYA4,False,
cg21304488,-,False,
cg21306949,-,False,
cg21308632,-,False,
cg21316772,B4GALT1,False,
cg21324010,-,False,
cg21324884,MIR548A2,False,
cg21331386,-,False,
cg21333217,PLXND1,False,
cg21333338,RAP1GAP2,False,
cg21335378,-,False,
cg21347347,-,False,
cg21351392,AGPAT4,False,
cg21361094,B4GALNT1,False,
cg21380560,-,False,
cg21387281,OGFR,False,
cg21387604,TGFB2,False,
cg21400896,ABI3,False,
cg21419585,FAM46C,False,
cg21422475,SLC4A8,False,
cg21425099,CNTN4,False,
cg21426559,CUX2,False,
cg21451906,APOA2,False,
cg21459713,ERICH1,False,
cg21475834,UGGT2,False,
cg21477717,SLC5A5,False,
cg21479762,-,False,
cg21480743,KILLIN,False,
cg21486470,-,False,
cg21487950,TSHR,False,
cg21490485,PACS2,False,
cg21498475,SLC24A6,False,
cg21504918,GPX3,False,
cg21507153,-,False,
cg21517683,SLC23A1,False,
cg21519872,TK1,False,
cg21520537,GHRLOS;C3orf42,False,
cg21531604,LFNG,False,
cg21532103,LRRFIP1,False,
cg21540406,-,False,
cg21542666,OR11L1,False,
cg21559154,-,False,
cg21575465,SLC25A31,False,
cg21580846,PLCXD3,False,
cg21592091,-,False,
cg21616935,CCDC11,False,
cg21625520,SUOX,False,
cg21627181,SLC17A4,False,
cg21631409,ALDH3B2,False,
cg21635917,CAST,False,
cg21640749,RAB37;CD300LF,False,
cg21655830,C21orf84,False,
cg21671476,MYL9,False,
cg21674153,B4GALT6,False,
cg21682902,HAL,False,
cg21690777,NOL9,False,
cg21706771,MYST3,False,
cg21709803,FADS2,False,
cg21723029,-,False,
cg21725624,KIF13A,False,
cg21726844,MLNR,False,
cg21727907,TUBA3C,False,
cg21741284,CDKN1C,False,
cg21747473,-,False,
cg21753973,CPLX2,False,
cg21757392,-,False,
cg21759048,TPO,False,
cg21775675,-,False,
cg21779301,SCRN1,False,
cg21781157,ZNFX1,False,
cg21786601,-,False,
cg21789008,-,False,
cg21798630,IL1RAP,False,
cg21813369,CSN1S2B,False,
cg21816330,RAB34,False,
cg21821231,MUC5B,False,
cg21836905,-,False,
cg21848524,-,False,
cg21851530,ZNF697,False,
cg21851534,ZZEF1,False,
cg21858961,MCM3,False,
cg21874213,NRG2,False,
cg21875980,EGLN1,False,
cg21876656,UBAC2,False,
cg21899461,STK39,False,
cg21919729,CTSB,False,
cg21920570,MACROD1,False,
cg21932452,NOS3,False,
cg21936280,-,False,
cg21946006,-,False,
cg21946374,SLC12A7,False,
cg21954542,EIF4A3,False,
cg21962316,TGM7,False,
cg21962450,AQP4;C18orf16,False,
cg21966075,-,False,
cg21981096,-,False,
cg22014398,MGAT4B,False,
cg22023169,-,False,
cg22032946,KSR1,False,
cg22036165,-,False,
cg22047552,FLJ25006;LOC645851,False,
cg22051345,ODZ3,False,
cg22060611,NRG2,False,
cg22066065,-,False,
cg22070462,FAM59B,False,
cg22070991,-,False,
cg22082438,-,False,
cg22103219,SH2B2,False,
cg22104578,RAPGEF4;LOC91149,False,
cg22111527,-,False,
cg22117805,PRR5L,False,
cg22131452,-,False,
cg22137471,-,False,
cg22147446,SLC23A2,False,
cg22160448,TLX3,False,
cg22160735,ATP6V0A1,False,
cg22163199,MRPL55,False,
cg22169680,-,False,
cg22189544,CLIP2,False,
cg22192454,KIAA1267,False,
cg22201588,CCDC151,False,
cg22210627,LXN;GFM1,False,
cg22214349,-,False,
cg22224462,CHD5,False,
cg22227621,ALG14,False,
cg22230604,-,False,
cg22263031,-,False,
cg22268231,SPIB,False,
cg22272840,SOX7,False,
cg22276571,DSTN,False,
cg22277154,-,False,
cg22277296,-,False,
cg22312249,TMEM104,False,
cg22314684,PLD1,False,
cg22321318,-,False,
cg22327175,SORL1,False,
cg22340747,-,False,
cg22357164,RNF213,False,
cg22358291,WDR1,False,
cg22372849,-,False,
cg22377998,ARVCF,False,
cg22381196,DHODH,False,
cg22385595,DLGAP2,False,
cg22399598,-,False,
cg22402803,-,False,
cg22410057,C15orf38,False,
cg22417032,PTPRN2,False,
cg22419414,COG3,False,
cg22453656,TMEM51;C1orf126,False,
cg22458832,-,False,
cg22475082,NLRP2,False,
cg22481695,-,False,
cg22485810,ADAP2,False,
cg22486928,SNRPF,False,
cg22488891,-,False,
cg22490780,MYO10,False,
cg22493212,-,False,
cg22499572,C6orf10,False,
cg22503106,METRNL,False,
cg22507023,CUEDC1,False,
cg22507639,ZNF296,False,
cg22515010,VPS53,False,
cg22522066,SPINT2,False,
cg22524061,OSR2,False,
cg22527898,LGI1,False,
cg22546775,HELB,False,
cg22548831,-,False,
cg22551145,-,False,
cg22566584,RPS6KA2,False,
cg22571654,MED12L,False,
cg22580629,SUOX,False,
cg22581364,-,False,
cg22584580,CLTB,False,
cg22584802,AHCYL2,False,
cg22619824,ST7;ST7OT2,False,
cg22620363,LOC283050,False,
cg22622057,-,False,
cg22637538,CHRNB1,False,
cg22638105,AGPAT6,False,
cg22642718,KCNJ12,False,
cg22646937,KCNMB1;KCNIP1,False,
cg22652378,RPTOR,False,
cg22666438,KISS1R,False,
cg22674082,TMEM131,False,
cg22677556,TNFRSF1B,False,
cg22680424,HCCA2;CTSD,False,
cg22684041,SCAMP4;ADAT3,False,
cg22689016,SLC9A3,False,
cg22698218,CNOT4,False,
cg22732253,OTX1,False,
cg22741264,-,False,
cg22745102,SPIB,False,
cg22747507,GLRA3,False,
cg22777062,HLCS,False,
cg22783327,FXYD1;FXYD7,False,
cg22786465,LY6G5C,False,
cg22789237,-,False,
cg22803510,FNBP1L,False,
cg22819024,-,False,
cg22822824,SLCO2A1,False,
cg22828110,F2RL2;IQGAP2,False,
cg22830273,LRP1B,False,
cg22833065,-,False,
cg22848646,-,False,
cg22851557,PRDM16,False,
cg22853588,MYL9,False,
cg22855988,HNRNPC,False,
cg22858308,HIVEP2,False,
cg22862094,EFNA5,False,
cg22877851,MTHFR,False,
cg22886575,HMX2,False,
cg22904296,CEBPE,False,
cg22905866,-,False,
cg22906224,-,False,
cg22911054,CPT1A,False,
cg22913903,DNAJC22,False,
cg22916586,DUSP16,False,
cg22918434,-,False,
cg22919538,-,False,
cg22923409,FRMD4A,False,
cg22933133,-,False,
cg22938901,JAZF1,False,
cg22939709,SMTN,False,
cg22952459,C10orf99,False,
cg22954171,HINFP,False,
cg22960347,-,False,
cg22961402,GIT1,False,
