scope,cpg,gene,in_type2_panel,type2_match
all_tissues,cg11362074,-,False,
all_tissues,cg11372818,-,False,
all_tissues,cg11374227,-,False,
all_tissues,cg11379028,-,False,
all_tissues,cg11381282,GJB2,False,
all_tissues,cg11385906,INTS9,False,
all_tissues,cg11390151,-,False,
all_tissues,cg11390541,UBE2V1;TMEM189-UBE2V1,False,
all_tissues,cg11391428,MARCH4,False,
all_tissues,cg11395062,CDRT15,False,
all_tissues,cg11396585,TAPBP,False,
all_tissues,cg11398517,GTSF1L,False,
all_tissues,cg11399195,KIF1B,False,
all_tissues,cg11399254,TAL1,False,
all_tissues,cg11420782,APOL4,False,
all_tissues,cg11427534,-,False,
all_tissues,cg11429292,-,False,
all_tissues,cg11464806,-,False,
all_tissues,cg11504078,GREM2,False,
all_tissues,cg11511777,WNT6,False,
all_tissues,cg11516654,NAV2,False,
all_tissues,cg11526020,TBCD,False,
all_tissues,cg11532179,CSMD1,False,
all_tissues,cg11535564,-,False,
all_tissues,cg11539780,ZNF471,False,
all_tissues,cg11557492,SSC5D,False,
all_tissues,cg11557901,-,False,
all_tissues,cg11562596,BEST1,False,
all_tissues,cg11563127,C12orf76,False,
all_tissues,cg11566394,-,False,
all_tissues,cg11574975,ADORA3,False,
all_tissues,cg11576590,-,False,
all_tissues,cg11592640,CRABP1,False,
all_tissues,cg11599718,VPS37B,False,
all_tissues,cg11603759,PHOX2A,False,
all_tissues,cg11609940,ALOX15,False,
all_tissues,cg11613741,KIAA0408;C6orf174,False,
all_tissues,cg11617147,ATXN7L1,False,
all_tissues,cg11619782,EXD3,False,
all_tissues,cg11626007,WFDC5,False,
all_tissues,cg11626175,JARID2,False,
all_tissues,cg11633461,C10orf54;CDH23,False,
all_tissues,cg11639615,-,False,
all_tissues,cg11683482,DMAP1,False,
all_tissues,cg11696165,PXN,False,
all_tissues,cg11697111,GPER;C7orf50,False,
all_tissues,cg11699125,ACOT7,False,
all_tissues,cg11701367,-,False,
all_tissues,cg11714430,NAB1,False,
all_tissues,cg11714752,TMEM127,False,
all_tissues,cg11719362,-,False,
all_tissues,cg11721361,-,False,
all_tissues,cg11738530,LRRC4B,False,
all_tissues,cg11746996,-,False,
all_tissues,cg11752769,CR1L,False,
all_tissues,cg11757326,ENTHD1,False,
all_tissues,cg11758345,TMEM105,False,
all_tissues,cg11765205,ARL11,False,
all_tissues,cg11770323,NDFIP2,False,
all_tissues,cg11778362,ODZ3,False,
all_tissues,cg11790580,S100A7A,False,
all_tissues,cg11797573,PTPRN2,False,
all_tissues,cg11804725,-,False,
all_tissues,cg11812071,TNFAIP3,False,
all_tissues,cg11819637,THPO,False,
all_tissues,cg11832404,-,False,
all_tissues,cg11832408,FLI1,False,
all_tissues,cg11832534,WDR8,False,
all_tissues,cg11835355,APOL3,False,
all_tissues,cg11836372,FGFR2,False,
all_tissues,cg11837102,ST3GAL3,False,
all_tissues,cg11841239,C1orf105,False,
all_tissues,cg11843735,CDH3,False,
all_tissues,cg11846112,-,False,
all_tissues,cg11848483,ZC3H3,False,
all_tissues,cg11851804,-,False,
all_tissues,cg11852471,-,False,
all_tissues,cg11854227,ILDR1,False,
all_tissues,cg11862551,-,False,
all_tissues,cg11876048,MSI2,False,
all_tissues,cg11880646,-,False,
all_tissues,cg11884711,CANT1,False,
all_tissues,cg11890741,-,False,
all_tissues,cg11893552,-,False,
all_tissues,cg11894257,HDGFL1,False,
all_tissues,cg11899596,NFKBIL2,False,
all_tissues,cg11902543,-,False,
all_tissues,cg11902728,MAG,False,
all_tissues,cg11904435,-,False,
all_tissues,cg11905488,CLEC12A,False,
all_tissues,cg11914650,BRSK2,False,
all_tissues,cg11915444,-,False,
all_tissues,cg11927738,TPCN2,False,
all_tissues,cg11938455,DTNBP1,False,
all_tissues,cg11946666,PRDM16,False,
all_tissues,cg11958668,RNF103,False,
all_tissues,cg11963985,-,False,
all_tissues,cg11987455,ERMAP,False,
all_tissues,cg11991105,-,False,
all_tissues,cg12006794,GUCY1B3,False,
all_tissues,cg12014818,WNT10A,False,
all_tissues,cg12025137,-,False,
all_tissues,cg12029281,TEAD3,False,
all_tissues,cg12032027,ZNF217,False,
all_tissues,cg12039505,JARID2,False,
all_tissues,cg12041848,EYA2,False,
all_tissues,cg12043019,PIM3,False,
all_tissues,cg12054981,PLAT,False,
all_tissues,cg12056887,GUCY1B2,False,
all_tissues,cg12061069,RAP1GAP2,False,
all_tissues,cg12065138,AJAP1,False,
all_tissues,cg12065228,PQLC2,False,
all_tissues,cg12068124,C19orf26,False,
all_tissues,cg12074090,ANGPT2;MCPH1,False,
all_tissues,cg12077460,MFHAS1,False,
all_tissues,cg12077754,HK2,False,
all_tissues,cg12080909,GIT1,False,
all_tissues,cg12082025,ABCA7,False,
all_tissues,cg12095353,-,False,
all_tissues,cg12100302,CTTN,False,
all_tissues,cg12100791,PYCARD,False,
all_tissues,cg12104266,ZNF335,False,
all_tissues,cg12104982,SAFB2,False,
all_tissues,cg12118784,-,False,
all_tissues,cg12120947,NOTCH4,False,
all_tissues,cg12134570,LYL1,False,
all_tissues,cg12147622,-,False,
all_tissues,cg12151942,-,False,
all_tissues,cg12162377,B3GNT7,False,
all_tissues,cg12162450,-,False,
all_tissues,cg12170933,DICER1,False,
all_tissues,cg12172478,RFTN1,False,
all_tissues,cg12175905,PCSK6,False,
all_tissues,cg12180319,FBN1,False,
all_tissues,cg12183875,LRRC31,False,
all_tissues,cg12184293,LOC285740,False,
all_tissues,cg12184886,MYO15B,False,
all_tissues,cg12194055,ACTN1,False,
all_tissues,cg12218732,-,False,
all_tissues,cg12226735,DCBLD2,False,
all_tissues,cg12227647,-,False,
all_tissues,cg12227660,MIR202,False,
all_tissues,cg12231246,-,False,
all_tissues,cg12232463,LONRF2,False,
all_tissues,cg12238593,BTN3A3,False,
all_tissues,cg12239580,FAM198A,False,
all_tissues,cg12250049,BNC1,False,
all_tissues,cg12251459,LRRFIP1,False,
all_tissues,cg12257830,HSPG2,False,
all_tissues,cg12258454,-,False,
all_tissues,cg12267069,-,False,
all_tissues,cg12271419,RHOBTB2,False,
all_tissues,cg12273325,PIK3IP1,False,
all_tissues,cg12279125,-,False,
all_tissues,cg12285627,-,False,
all_tissues,cg12292492,FAM108C1,False,
all_tissues,cg12298872,C1orf69,False,
all_tissues,cg12301823,KIAA1522,False,
all_tissues,cg12306833,-,False,
all_tissues,cg12319534,-,False,
all_tissues,cg12322852,RASSF2,False,
all_tissues,cg12326923,-,False,
all_tissues,cg12338137,TNS1,False,
all_tissues,cg12345672,SND1,False,
all_tissues,cg12345778,WNT10B,False,
all_tissues,cg12356266,-,False,
all_tissues,cg12363671,UMODL1,False,
all_tissues,cg12392104,CCPG1;MIR628,False,
all_tissues,cg12393108,-,False,
all_tissues,cg12405742,THRB,False,
all_tissues,cg12406124,CCNL1,False,
all_tissues,cg12406703,DUSP5,False,
all_tissues,cg12407526,ELOVL7,False,
all_tissues,cg12410939,CAPN9,False,
all_tissues,cg12423623,-,False,
all_tissues,cg12423658,CARS2,False,
all_tissues,cg12425700,-,False,
all_tissues,cg12426344,SPINT1,False,
all_tissues,cg12431087,FOXP1,False,
all_tissues,cg12441066,MSI2,False,
all_tissues,cg12447928,-,False,
all_tissues,cg12465678,FGR,False,
all_tissues,cg12491805,APBA2,False,
all_tissues,cg12506005,LAYN,False,
all_tissues,cg12515366,-,False,
all_tissues,cg12517576,IMPDH1,False,
all_tissues,cg12522599,EEPD1,False,
all_tissues,cg12524179,CD276,False,
all_tissues,cg12529161,-,False,
all_tissues,cg12530994,AKR1C3,False,
all_tissues,cg12549180,-,False,
all_tissues,cg12549411,B3GALT5,False,
all_tissues,cg12555233,MAN2A2,False,
all_tissues,cg12559197,PDE8B,False,
all_tissues,cg12560421,-,False,
all_tissues,cg12570716,KLF6,False,
all_tissues,cg12597066,ZNF287,False,
all_tissues,cg12600197,NEIL1,False,
all_tissues,cg12603453,ZBTB2,False,
all_tissues,cg12604858,ZFAND3,False,
all_tissues,cg12613344,NR1H3,False,
all_tissues,cg12614529,MND1,False,
all_tissues,cg12615982,TERC,False,
all_tissues,cg12616174,MIR124-1;LOC157627,False,
all_tissues,cg12622597,-,False,
all_tissues,cg12627354,LRP4,False,
all_tissues,cg12627712,JAM3,False,
all_tissues,cg12648213,LRRK1,False,
all_tissues,cg12664119,TBX15,False,
all_tissues,cg12669355,CAPZA2,False,
all_tissues,cg12678073,KCNH2,False,
all_tissues,cg12681948,-,False,
all_tissues,cg12682382,UBE2W,False,
all_tissues,cg12683813,-,False,
all_tissues,cg12697833,OPCML,False,
all_tissues,cg12699599,PHGR1,False,
all_tissues,cg12702981,NR1I2,False,
all_tissues,cg12708802,TUSC4;CYB561D2,False,
all_tissues,cg12708994,DSE,False,
all_tissues,cg12716367,MTUS1,False,
all_tissues,cg12716639,USP2,False,
all_tissues,cg12734023,SERTAD2,False,
all_tissues,cg12735333,PIAS1,False,
all_tissues,cg12739584,-,False,
all_tissues,cg12751948,BNIP3,False,
all_tissues,cg12753631,-,False,
all_tissues,cg12753787,PRDM16,False,
all_tissues,cg12754982,IGF2R,False,
all_tissues,cg12761421,LGR6,False,
all_tissues,cg12762731,TMCC1,False,
all_tissues,cg12771852,-,False,
all_tissues,cg12787209,SPINT1,False,
all_tissues,cg12789279,-,False,
all_tissues,cg12791065,ALDH1A3,False,
all_tissues,cg12793711,ACTG1,False,
all_tissues,cg12804755,-,False,
all_tissues,cg12808661,PCBP4;ABHD14B,False,
all_tissues,cg12810701,GPR172B,False,
all_tissues,cg12819873,PRG2,False,
all_tissues,cg12825509,TRA2B,False,
all_tissues,cg12829141,PRRT4,False,
all_tissues,cg12831076,ST3GAL1,False,
all_tissues,cg12837306,-,False,
all_tissues,cg12841513,UBTD1,False,
all_tissues,cg12861503,NEK3,False,
all_tissues,cg12863443,C10orf28,False,
all_tissues,cg12875548,-,False,
all_tissues,cg12886731,HK1,False,
all_tissues,cg12902405,RER1,False,
all_tissues,cg12903224,FAR2,False,
all_tissues,cg12917079,PRKAR1B,False,
all_tissues,cg12918895,DOK7,False,
all_tissues,cg12926358,MGAT3,False,
all_tissues,cg12926693,-,False,
all_tissues,cg12927617,ORM1,False,
all_tissues,cg12940522,KCNQ2,False,
all_tissues,cg12949927,-,False,
all_tissues,cg12959079,-,False,
all_tissues,cg12962542,MECOM,False,
all_tissues,cg12973365,HLCS,False,
all_tissues,cg12976582,HYAL2,False,
all_tissues,cg12978308,NEIL1,False,
all_tissues,cg12984580,-,False,
all_tissues,cg12992443,DLGAP4,False,
all_tissues,cg13000260,TRIM71,False,
all_tissues,cg13001963,-,False,
all_tissues,cg13003011,SDC1,False,
all_tissues,cg13012653,CAST,False,
all_tissues,cg13019306,PRELID2,False,
all_tissues,cg13030582,MFAP4,False,
all_tissues,cg13031611,-,False,
all_tissues,cg13051977,C1orf228,False,
all_tissues,cg13052101,MTL5,False,
all_tissues,cg13054523,-,False,
all_tissues,cg13054975,ELK4,False,
all_tissues,cg13055709,-,False,
all_tissues,cg13058453,WDR63,False,
all_tissues,cg13058457,-,False,
all_tissues,cg13059373,DAXX,False,
all_tissues,cg13065577,-,False,
all_tissues,cg13071386,ITGA9,False,
all_tissues,cg13071869,BOC,False,
all_tissues,cg13074866,-,False,
all_tissues,cg13077562,PNOC,False,
all_tissues,cg13077745,GPR44,False,
all_tissues,cg13079571,TRIM39,False,
all_tissues,cg13081489,NID1,False,
all_tissues,cg13084669,PPAN-P2RY11;P2RY11,False,
all_tissues,cg13084677,LOC401127,False,
all_tissues,cg13090478,-,False,
all_tissues,cg13092575,-,False,
all_tissues,cg13096351,CTTN,False,
all_tissues,cg13107760,ZNF804A,False,
all_tissues,cg13135376,-,False,
all_tissues,cg13139542,-,False,
all_tissues,cg13139848,TANC2,False,
all_tissues,cg13159060,FOXH1,False,
all_tissues,cg13175830,FGFR2,False,
all_tissues,cg13181928,SLC16A11,False,
all_tissues,cg13208003,LHFP,False,
all_tissues,cg13209388,ACOT7,False,
all_tissues,cg13212803,WNT10B,False,
all_tissues,cg13214162,-,False,
all_tissues,cg13222091,SPEF1,False,
all_tissues,cg13226290,NSFL1C,False,
all_tissues,cg13230172,TMEM136,False,
all_tissues,cg13231954,-,False,
all_tissues,cg13234415,-,False,
all_tissues,cg13237945,C13orf30,False,
all_tissues,cg13247117,RIMS3,False,
all_tissues,cg13247398,DGKZ,False,
all_tissues,cg13252730,-,False,
all_tissues,cg13255542,THYN1,False,
all_tissues,cg13256546,APOBEC3G,False,
all_tissues,cg13265003,SLC37A1,False,
all_tissues,cg13265524,ALS2CR11,False,
all_tissues,cg13276305,-,False,
all_tissues,cg13279673,-,False,
all_tissues,cg13288195,FBXL22,False,
all_tissues,cg13292607,CTBP2,False,
all_tissues,cg13293488,-,False,
all_tissues,cg13298859,LFNG,False,
all_tissues,cg13311509,TLCD2,False,
all_tissues,cg13316148,STAT4,False,
all_tissues,cg13331550,SEMA6C,False,
all_tissues,cg13335567,NCOA2,False,
all_tissues,cg13351143,-,False,
all_tissues,cg13357602,KIAA1949,False,
all_tissues,cg13361023,ATP10A,False,
all_tissues,cg13371740,-,False,
all_tissues,cg13382288,SYT2,False,
all_tissues,cg13383058,CD248,False,
all_tissues,cg13390867,-,False,
all_tissues,cg13404688,-,False,
all_tissues,cg13409070,PTPRN2,False,
all_tissues,cg13409170,NR6A1,False,
all_tissues,cg13411813,-,False,
all_tissues,cg13424229,CPA3,False,
all_tissues,cg13429423,PARVG,False,
all_tissues,cg13431205,RB1,False,
all_tissues,cg13432524,-,False,
all_tissues,cg13436378,DYSF,False,
all_tissues,cg13444518,-,False,
all_tissues,cg13446689,DNM3,False,
all_tissues,cg13447684,MAD1L1,False,
all_tissues,cg13448978,FGR,False,
all_tissues,cg13451886,SLFN5,False,
all_tissues,cg13455623,DOK7,False,
all_tissues,cg13455634,-,False,
all_tissues,cg13458609,ENG,False,
all_tissues,cg13459606,GRB10,False,
all_tissues,cg13461482,TCIRG1,False,
all_tissues,cg13466180,CALR,False,
all_tissues,cg13472735,-,False,
all_tissues,cg13477111,-,False,
all_tissues,cg13487666,NEK6,False,
all_tissues,cg13492227,FGF11,False,
all_tissues,cg13494348,DLL1,False,
all_tissues,cg13496660,TMPRSS9,False,
all_tissues,cg13500720,AKAP12,False,
all_tissues,cg13500877,NR4A2,False,
all_tissues,cg13501279,CREG1,False,
all_tissues,cg13505393,LRRC32,False,
all_tissues,cg13505664,GALP,False,
all_tissues,cg13519184,-,False,
all_tissues,cg13519194,-,False,
all_tissues,cg13531735,-,False,
all_tissues,cg13533061,JMJD6,False,
all_tissues,cg13546321,CUX2,False,
all_tissues,cg13547132,-,False,
all_tissues,cg13558754,HSPB6;C19orf55,False,
all_tissues,cg13560452,OLIG3,False,
all_tissues,cg13562011,EXD3,False,
all_tissues,cg13562841,TMC6,False,
all_tissues,cg13563026,ATP10D,False,
all_tissues,cg13572309,LMO3,False,
all_tissues,cg13576552,-,False,
all_tissues,cg13577194,IPPK,False,
all_tissues,cg13577556,-,False,
all_tissues,cg13585029,NINJ1,False,
all_tissues,cg13587802,DIABLO,False,
all_tissues,cg13588086,GLDC,False,
all_tissues,cg13588355,-,False,
all_tissues,cg13591783,ANXA1,False,
all_tissues,cg13593287,SPTB,False,
all_tissues,cg13595556,-,False,
all_tissues,cg13601957,-,False,
all_tissues,cg13602461,-,False,
all_tissues,cg13603551,ABP1,False,
all_tissues,cg13603914,ANK1;MIR486,False,
all_tissues,cg13610769,ALS2CR11,False,
all_tissues,cg13612642,-,False,
all_tissues,cg13628444,MED27,False,
all_tissues,cg13629132,-,False,
all_tissues,cg13630878,MTMR15,False,
all_tissues,cg13633625,-,False,
all_tissues,cg13651224,CYTSB,False,
all_tissues,cg13672638,FSD1L,False,
all_tissues,cg13672800,C20orf141,False,
all_tissues,cg13676763,FAM125B,False,
all_tissues,cg13679772,FOXN3,False,
all_tissues,cg13681468,GPRIN3,False,
all_tissues,cg13694576,PAX6,False,
all_tissues,cg13694876,EPHB3,False,
all_tissues,cg13708016,-,False,
all_tissues,cg13718185,RHOBTB2,False,
all_tissues,cg13725599,OXT,False,
all_tissues,cg13726456,-,False,
all_tissues,cg13731609,SNX16,False,
all_tissues,cg13731776,PSMB7,False,
all_tissues,cg13732857,-,False,
all_tissues,cg13733615,-,False,
all_tissues,cg13761595,-,False,
all_tissues,cg13762691,CECR2,False,
all_tissues,cg13765206,EMILIN2,False,
all_tissues,cg13766864,KCNE3,False,
all_tissues,cg13768360,-,False,
all_tissues,cg13774539,LOC100189589,False,
all_tissues,cg13776285,NR2E1,False,
all_tissues,cg13776718,FAM69B,False,
all_tissues,cg13778274,PRRX2,False,
all_tissues,cg13786863,CPT1A,False,
all_tissues,cg13787135,RNASE1,False,
all_tissues,cg13790259,DEDD2,False,
all_tissues,cg13790603,THRB,False,
all_tissues,cg13791130,-,False,
all_tissues,cg13802760,-,False,
all_tissues,cg13823666,BAAT,False,
all_tissues,cg13835688,SLC25A25,False,
all_tissues,cg13843843,-,False,
all_tissues,cg13844341,MAD1L1,False,
all_tissues,cg13845133,PBX1,False,
all_tissues,cg13850063,-,False,
all_tissues,cg13850380,C1orf70,False,
all_tissues,cg13850762,TECTA,False,
all_tissues,cg13858106,OBSL1;INHA,False,
all_tissues,cg13863638,RREB1,False,
all_tissues,cg13867915,ARID1A,False,
all_tissues,cg13881964,FOXP4,False,
all_tissues,cg13883851,-,False,
all_tissues,cg13900719,-,False,
all_tissues,cg13905081,-,False,
all_tissues,cg13908359,-,False,
all_tissues,cg13914486,-,False,
all_tissues,cg13916742,SCGB1D1,False,
all_tissues,cg13917964,GARS,False,
all_tissues,cg13920460,TJP2,False,
all_tissues,cg13929658,-,False,
all_tissues,cg13942922,-,False,
all_tissues,cg13951007,LOC728989,False,
all_tissues,cg13951311,-,False,
all_tissues,cg13951862,NOTCH1,False,
all_tissues,cg13954292,ZFR,False,
all_tissues,cg13958625,-,False,
all_tissues,cg13973086,-,False,
all_tissues,cg13987674,GRHL3,False,
all_tissues,cg13998223,-,False,
all_tissues,cg13999585,-,False,
all_tissues,cg14009440,TMEM53,False,
all_tissues,cg14009473,JARID2,False,
all_tissues,cg14011077,-,False,
all_tissues,cg14011789,SEPT9,False,
all_tissues,cg14012610,SLC26A6,False,
all_tissues,cg14014964,-,False,
all_tissues,cg14018429,FAM125B,False,
all_tissues,cg14019951,-,False,
all_tissues,cg14023451,GPLD1,False,
all_tissues,cg14025883,C9orf46,False,
all_tissues,cg14030388,MIR208B;MYH7,False,
all_tissues,cg14040034,CACNA1B,False,
all_tissues,cg14054883,SYK,False,
all_tissues,cg14055887,SURF4,False,
all_tissues,cg14056738,-,False,
all_tissues,cg14062152,TMEM26,False,
all_tissues,cg14063182,-,False,
all_tissues,cg14066298,TRIM39,False,
all_tissues,cg14067101,DMRT3,False,
all_tissues,cg14071023,CLIC5,False,
all_tissues,cg14071925,LILRA1,False,
all_tissues,cg14073571,VIPR2,False,
all_tissues,cg14073922,MED12L,False,
all_tissues,cg14074117,C16orf73,False,
all_tissues,cg14074581,TMEM149,False,
all_tissues,cg14084609,EVL,False,
all_tissues,cg14085060,-,False,
all_tissues,cg14113203,FBP2,False,
all_tissues,cg14118946,-,False,
all_tissues,cg14127396,CCDC62,False,
all_tissues,cg14133643,SIGLEC7,False,
all_tissues,cg14135214,EPS8L2,False,
all_tissues,cg14137279,-,False,
all_tissues,cg14143441,-,False,
all_tissues,cg14156405,RGS7,False,
all_tissues,cg14157107,BNC2,False,
all_tissues,cg14174912,KLF6,False,
all_tissues,cg14177140,MOSC2,False,
all_tissues,cg14177914,C1orf61,False,
all_tissues,cg14182690,RUNX3,False,
all_tissues,cg14185541,-,False,
all_tissues,cg14187229,-,False,
all_tissues,cg14203218,-,False,
all_tissues,cg14210119,-,False,
all_tissues,cg14212850,HRNBP3,False,
all_tissues,cg14218747,-,False,
all_tissues,cg14219620,AKAP12,False,
all_tissues,cg14220170,TRANK1,False,
all_tissues,cg14221617,ALDH1B1,False,
all_tissues,cg14226212,MUSK,False,
all_tissues,cg14228484,CNNM4,False,
all_tissues,cg14234105,-,False,
all_tissues,cg14254720,LRRC8C,False,
all_tissues,cg14255700,IPPK,False,
all_tissues,cg14260695,-,False,
all_tissues,cg14263070,MEGF6,False,
all_tissues,cg14264079,C4orf10;NOP14,False,
all_tissues,cg14286594,NAA15,False,
all_tissues,cg14287235,ADCY4,False,
all_tissues,cg14294321,-,False,
all_tissues,cg14306451,BASP1;LOC285696,False,
all_tissues,cg14306650,RALGPS1,False,
all_tissues,cg14317884,EHD1,False,
all_tissues,cg14326805,TJP2,False,
all_tissues,cg14328115,KCNQ1,False,
all_tissues,cg14335349,PSMB7,False,
all_tissues,cg14339991,ATG7,False,
all_tissues,cg14340110,EIF3B,False,
all_tissues,cg14342707,-,False,
all_tissues,cg14350257,GPSM1,False,
all_tissues,cg14355482,NCAM2,False,
all_tissues,cg14359798,-,False,
all_tissues,cg14365300,FAM125B,False,
all_tissues,cg14370448,YPEL3;TBX6,False,
all_tissues,cg14370520,FAM188B,False,
all_tissues,cg14375890,-,False,
all_tissues,cg14377594,DMRT2,False,
all_tissues,cg14377681,ERBB2,False,
all_tissues,cg14381448,SLC4A1,False,
all_tissues,cg14382976,ASZ1,False,
all_tissues,cg14383658,-,False,
all_tissues,cg14384093,C9orf5,False,
all_tissues,cg14384748,GALNT9,False,
all_tissues,cg14386624,SPIN1,False,
all_tissues,cg14391345,FOXN3,False,
all_tissues,cg14395892,PRUNE2,False,
all_tissues,cg14397813,GNAQ,False,
all_tissues,cg14407437,FABP3,False,
all_tissues,cg14414406,TMOD1,False,
all_tissues,cg14424363,IKBKB,False,
all_tissues,cg14428310,RAB38,False,
all_tissues,cg14437996,SHC3,False,
all_tissues,cg14443182,DNAJB5,False,
all_tissues,cg14449910,SLC22A18AS;SLC22A18,False,
all_tissues,cg14451382,-,False,
all_tissues,cg14458002,RUNX2,False,
all_tissues,cg14460503,AGAP1,False,
all_tissues,cg14461181,-,False,
all_tissues,cg14461582,TLX1,False,
all_tissues,cg14462645,PAQR8,False,
all_tissues,cg14472888,-,False,
all_tissues,cg14476095,LOC285194,False,
all_tissues,cg14498423,CLSTN2,False,
all_tissues,cg14499385,SLC40A1,False,
all_tissues,cg14507088,PIP5KL1,False,
all_tissues,cg14512326,C9orf103,False,
all_tissues,cg14516183,SEC22A,False,
all_tissues,cg14531665,SPIN1,False,
all_tissues,cg14545418,TLE1,False,
all_tissues,cg14547240,C1QTNF7,False,
all_tissues,cg14564616,-,False,
all_tissues,cg14568552,-,False,
all_tissues,cg14570838,FLI1,False,
all_tissues,cg14571493,EGF,False,
all_tissues,cg14573478,-,False,
all_tissues,cg14610335,COL27A1,False,
all_tissues,cg14611258,C17orf39,False,
all_tissues,cg14613878,C20orf118,False,
all_tissues,cg14614643,-,False,
all_tissues,cg14619949,F2RL1,False,
all_tissues,cg14628803,-,False,
all_tissues,cg14630382,MC5R,False,
all_tissues,cg14632729,-,False,
all_tissues,cg14633063,-,False,
all_tissues,cg14640621,HMX2,False,
all_tissues,cg14642045,UNG,False,
all_tissues,cg14655837,-,False,
all_tissues,cg14656180,COL5A1,False,
all_tissues,cg14663914,AZU1,False,
all_tissues,cg14668981,TMEM108,False,
all_tissues,cg14673618,SIX3,False,
all_tissues,cg14681958,SCT,False,
all_tissues,cg14693090,ETV6,False,
all_tissues,cg14700707,NOTCH4,False,
all_tissues,cg14723032,PITPNM3,False,
all_tissues,cg14738670,FXYD1;FXYD7,False,
all_tissues,cg14738806,-,False,
all_tissues,cg14758105,OR1M1,False,
all_tissues,cg14768923,-,False,
all_tissues,cg14769021,XIRP1,False,
all_tissues,cg14769121,SMURF1,False,
all_tissues,cg14771451,MICAL3,False,
all_tissues,cg14781826,BPTF,False,
all_tissues,cg14796230,-,False,
all_tissues,cg14797467,-,False,
all_tissues,cg14799457,-,False,
all_tissues,cg14807793,-,False,
all_tissues,cg14822719,-,False,
all_tissues,cg14826909,ADARB2,False,
all_tissues,cg14836522,SDC3,False,
all_tissues,cg14836555,-,False,
all_tissues,cg14843888,CACNA1D,False,
all_tissues,cg14847236,FAM53A,False,
all_tissues,cg14848077,FLJ13197;KLF3,False,
all_tissues,cg14871333,ALDH3B1,False,
all_tissues,cg14873488,CTAGE5,False,
all_tissues,cg14874541,KALRN,False,
all_tissues,cg14880079,GP5,False,
all_tissues,cg14896003,RASSF7,False,
all_tissues,cg14898646,HEATR2,False,
all_tissues,cg14904363,CEACAM1,False,
all_tissues,cg14905600,PWWP2B,False,
all_tissues,cg14913644,RGL3,False,
all_tissues,cg14930335,AGAP1,False,
all_tissues,cg14943135,-,False,
all_tissues,cg14944923,-,False,
all_tissues,cg14950751,SLC16A11,False,
all_tissues,cg14960827,-,False,
all_tissues,cg14961031,SETMAR,False,
all_tissues,cg14963928,-,False,
all_tissues,cg14966362,-,False,
all_tissues,cg14968732,CPNE8,False,
all_tissues,cg14971286,PVRL1,False,
all_tissues,cg14973204,-,False,
all_tissues,cg14975122,HDAC1,False,
all_tissues,cg14978242,SERINC5,False,
all_tissues,cg14978994,-,False,
all_tissues,cg14987787,-,False,
all_tissues,cg14992656,-,False,
all_tissues,cg15001547,RLN3,False,
all_tissues,cg15002721,FGF23,False,
all_tissues,cg15006175,KIFC2,False,
all_tissues,cg15010903,TIMP2,False,
all_tissues,cg15013019,LYL1,False,
all_tissues,cg15017119,-,False,
all_tissues,cg15033068,MATK,False,
all_tissues,cg15034267,GTPBP1,False,
all_tissues,cg15046877,OPCML,False,
all_tissues,cg15049101,FGFR2,False,
all_tissues,cg15050390,DIXDC1,False,
all_tissues,cg15052890,MED11;CXCL16,False,
all_tissues,cg15068318,SERPINB6,False,
all_tissues,cg15079315,SLC23A2,False,
all_tissues,cg15090899,RPS6KA2,False,
all_tissues,cg15091407,-,False,
all_tissues,cg15107861,WFDC10A;WFDC9,False,
all_tissues,cg15107869,SSR3,False,
all_tissues,cg15111360,-,False,
all_tissues,cg15129506,-,False,
all_tissues,cg15129679,MCOLN3,False,
all_tissues,cg15134553,-,False,
all_tissues,cg15139008,SNORA10;RPS2,False,
all_tissues,cg15142192,EIF2C3,False,
all_tissues,cg15154002,ADRBK2,False,
all_tissues,cg15164573,LOC100128288,False,
all_tissues,cg15168958,FARP1,False,
all_tissues,cg15183258,MGA,False,
all_tissues,cg15184452,ADAMTS2,False,
all_tissues,cg15202006,CPA6,False,
all_tissues,cg15205204,PLEKHG5,False,
all_tissues,cg15207826,CLGN,False,
all_tissues,cg15211908,KCND3,False,
all_tissues,cg15212895,FAM19A5,False,
all_tissues,cg15213210,PAX7,False,
all_tissues,cg15221016,-,False,
all_tissues,cg15244101,-,False,
all_tissues,cg15244327,TNFRSF10D,False,
all_tissues,cg15247169,-,False,
all_tissues,cg15251256,-,False,
all_tissues,cg15261665,LTF,False,
all_tissues,cg15265222,-,False,
all_tissues,cg15267250,-,False,
all_tissues,cg15284433,MMP17,False,
all_tissues,cg15294361,NINJ2,False,
all_tissues,cg15299536,WDR46,False,
all_tissues,cg15304308,AMBRA1,False,
all_tissues,cg15306060,RPL3;RNU86,False,
all_tissues,cg15310873,C20orf85,False,
all_tissues,cg15316843,-,False,
all_tissues,cg15317267,H19;MIR675,False,
all_tissues,cg15329866,PLD1,False,
all_tissues,cg15335683,SPTBN2,False,
all_tissues,cg15344640,LMAN2,False,
all_tissues,cg15347627,C4orf10;NOP14,False,
all_tissues,cg15357945,PRG2,False,
all_tissues,cg15358372,HK1,False,
all_tissues,cg15361231,GLRX2,False,
all_tissues,cg15361251,WWC2,False,
all_tissues,cg15363887,YPEL4,False,
all_tissues,cg15371711,MYL9,False,
